trial_id,variant,case_id,base_case_id,active_train_load,quantity,axis,view,model,relative_l2,squared_error_sum,target_squared_sum,absolute_error_sum,sample_count,rmse,mae,nrmse,r2,correlation,peak_amplitude_relative_error,peak_time_abs_error_s,predicted_peak_node_zero_based,target_peak_node_zero_based
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,S10,0.04516341991451756,0.2923761449673588,143.34029512187982,206.09155670712474,614912,0.0006895479689247661,0.00033515617959500665,0.0049034270885004415,0.9978702904632032,0.9991905217800439,0.0420438236054684,0.27500000000000036,280,280
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,B2,0.024434794110166785,0.08558263665920543,143.34029512187982,136.84645441820726,614912,0.0003730665809110776,0.00022254640406791095,0.002652904309914961,0.9993766038693147,0.9997495458618378,0.022006367488521906,0.049999999999998934,280,280
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Y,total,S10_HYBRID,0.04132377074361716,0.589219615738238,345.04624819454835,286.49601943823245,614912,0.00097888599276674,0.00046591385342655933,0.00560537465853335,0.9979264367082773,0.9989947284016081,0.053127091251619296,0.47499999999999964,280,280
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Y,total,B2,0.037519616191523525,0.48572905629232593,345.04624819454835,278.52966130238156,614912,0.0008887723962010278,0.00045295857179951203,0.005089359030246485,0.9982906374568182,0.9992587582742035,0.04371082658664156,0.049999999999998934,280,280
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,velocity,Y,incremental,S10,0.2616487089580558,3.249946374406488,47.47216108661676,590.2215725754747,614912,0.0022989610498737314,0.0009598472180986462,0.0057957777196310034,0.9315399530946701,0.9652989460384728,0.16587902631425686,12.649999999999999,265,266
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Z,incremental,S10,0.04669974021231771,0.14766755950099003,67.71052296815874,173.57622588337188,614912,0.000490045115215107,0.00028227815668481325,0.006634159963754193,0.9976766440404016,0.999292661687109,0.05135017545736877,0.0,1,72
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Z,incremental,B2,0.055720297021562226,0.21022434776276305,67.71052296815874,255.40275354592893,614912,0.0005847025968369153,0.00041534846213105115,0.007915619273004828,0.996692394775956,0.9984983308927106,0.00729357280025983,0.34999999999999964,443,72
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Z,total,S10_HYBRID,0.04568682609772459,0.2614097508958177,125.23906212013694,238.19738464440917,614912,0.0006520102263916027,0.00038736824886229115,0.008608974206947114,0.9961826098358779,0.9981945623289304,0.014730991671995472,0.4499999999999993,1,361
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,displacement,Z,total,B2,0.06237839224305887,0.48731318331973345,125.23906212013694,381.1247457969161,614912,0.0008902205104233894,0.0006198037211778533,0.011754241118493226,0.9928837216420701,0.9969869393751486,0.02487079029851507,0.3999999999999986,361,361
R4_LHS_03,physics,V40_B_E1_C4_2T,BASE_C3_0T,True,velocity,Z,incremental,S10,0.25672953511291197,2.1133601899134824,32.064306661367866,430.64523737900356,614912,0.0018538742700795335,0.0007003363690723283,0.002326947736152089,0.9340899440676436,0.9667739864391345,0.07555500160627339,12.024999999999999,265,265
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,S10,0.08099682426832355,0.0056333297506125715,0.8586757359545112,33.724291506382365,614912,9.57141402498494e-05,5.4844093962034183e-05,0.006428858318623047,0.9934295195635167,0.9967136546531683,0.0008575508038460377,0.10000000000000142,187,187
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,X,incremental,B2,0.0764851653956609,0.005023236333140547,0.8586757359545112,31.60645478889026,614912,9.038270220893368e-05,5.13999642044557e-05,0.006070760134696473,0.9941411070333415,0.9970712029192362,0.019981839593137866,0.25,187,187
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,S10_HYBRID,0.088359449603607,0.007218557913403873,0.9245798858774886,36.807338801483226,614912,0.00010834746094672815,5.985789641685839e-05,0.007102903785831286,0.992122817206252,0.9961023845440107,0.010299107564881059,0.10000000000000142,187,187
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,X,total,B2,0.08275218616783571,0.006331453082174619,0.9245798858774886,34.74988880602095,614912,0.00010147176447226254,5.6511970503130444e-05,0.006652155700994109,0.9930908619316167,0.996572058700617,0.027935311024801932,0.20000000000000107,187,187
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,velocity,X,incremental,S10,0.34373279468938306,0.14426322922122942,1.2209945098813533,173.46057368011844,614912,0.0004843634238585233,0.00028209007740964307,0.007376168326065103,0.8818476819384997,0.9395832295079537,0.01519543171139872,0.0,153,493
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,S10,0.03156921616897344,0.3338021302717899,334.93575062363084,233.41470179351694,614912,0.0007367804061818307,0.0003795904158538408,0.0035428235739942303,0.9989594606405975,0.9994862530902686,0.01798884851892589,0.0,280,280
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,Y,incremental,B2,0.02092376408810263,0.1466361790831033,334.93575062363084,169.66800057993464,614912,0.0004883307625114961,0.0002759224093527767,0.0023481484073360945,0.9995429007126942,0.9997717602185084,0.007814184176198367,0.049999999999998934,280,280
R4_LHS_03,physics,V40_CPLUS_E1_C4_2T,BASE_C3_0T,True,displacement,Y,total,S10_HYBRID,0.0254605545168648,0.37944929133324357,585.3532444031734,252.253328038217,614912,0.0007855437703273559,0.0004102267121770546,0.0032477536397496395,0.9992448772774596,0.9996346282836793,0.020760989185421932,0.0,280,280
