outer_fold,inner_fold,component,rank,train_cases,validation_cases,pooled_relative_l2_floor,median_case_relative_l2_floor,p90_case_relative_l2_floor,worst_case_relative_l2_floor,selection_use
2,1,u_X_transverse,64,40,14,0.0007263144712089135,0.0016175960212627852,0.0042767741915301395,0.007221028215591105,INNER_ONLY
2,1,u_X_transverse,96,40,14,0.0002835207536490037,0.000595037480796493,0.0018273487388066197,0.0035383585802748405,INNER_ONLY
2,1,u_X_transverse,128,40,14,0.0002014070084532863,0.0004304616023371307,0.0012906867187180097,0.0024366091578251355,INNER_ONLY
2,1,v_Y_vertical,16,40,14,0.013967024411072691,0.013479646047219046,0.015725404886228977,0.015896325402371552,INNER_ONLY
2,1,v_Y_vertical,32,40,14,0.005065960300472953,0.004969095786163269,0.00557191631428137,0.005629904205001209,INNER_ONLY
2,1,v_Y_vertical,64,40,14,0.0012366593527963576,0.0011977888123513075,0.0013872604113275347,0.001434419621277269,INNER_ONLY
2,1,v_Y_vertical,96,40,14,0.00040218424713222786,0.000384000326521757,0.0004564116428149764,0.000479612469756197,INNER_ONLY
2,1,v_Y_vertical,128,40,14,0.00028756548069587475,0.0002715097411446763,0.0003248524138319073,0.0003441494642421744,INNER_ONLY
2,1,w_Z_longitudinal,16,40,14,0.003532051588045362,0.0036014460510847054,0.005019766714183587,0.005192084121107497,INNER_ONLY
2,1,w_Z_longitudinal,32,40,14,0.0009132419803979606,0.0009742441857959271,0.0014472930635136866,0.0014904799720911195,INNER_ONLY
2,1,w_Z_longitudinal,64,40,14,0.0002519600373413416,0.0002519223916583968,0.00038138666416831615,0.0003913220179157342,INNER_ONLY
2,1,w_Z_longitudinal,96,40,14,0.00022375193556829645,0.00022829209323755562,0.0003409229455645528,0.0003517034830959445,INNER_ONLY
2,1,w_Z_longitudinal,128,40,14,0.000206108218113707,0.0002119854949615195,0.0003139785412557025,0.00032234841387326105,INNER_ONLY
2,2,u_X_transverse,16,41,13,0.009084006609310271,0.009492085619479047,0.059075624454027566,0.06780266434938745,INNER_ONLY
2,2,u_X_transverse,32,41,13,0.0035985851107119622,0.0033562759739505636,0.019983784297160793,0.022033270527866845,INNER_ONLY
