trial_id,variant,case_id,axis,derivative_vs_velocity_relative_l2,model
COMMON_FEM,common,V52_B_E6_C10_1T,X,0.2895375618100123,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E6_C10_1T,Y,0.3454596883589069,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E6_C10_1T,Z,0.1859449114697632,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,X,0.2767536216133097,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,Y,0.3513881602741251,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E6_C10_1T,Z,0.2212583218754565,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E6_C10_1T,X,0.2979779772530559,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E6_C10_1T,Y,0.354686968273367,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E6_C10_1T,Z,0.2228038536354529,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E7_C11_2T,X,0.4499534086768025,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E7_C11_2T,Y,0.2717056559514226,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E7_C11_2T,Z,0.2422263499368824,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E7_C11_2T,X,0.4912365277532375,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E7_C11_2T,Y,0.2774846690373687,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E7_C11_2T,Z,0.2464261711482031,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,X,0.4014215974934809,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,Y,0.2748301437640265,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E7_C11_2T,Z,0.2470823153337278,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E7_C11_2T,X,0.4479968286055927,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E7_C11_2T,Y,0.2794295066681906,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E7_C11_2T,Z,0.2476000072671446,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E7_C11_2T,X,0.6048414777334554,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E7_C11_2T,Y,0.3161282970547923,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E7_C11_2T,Z,0.2329266646183503,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E7_C11_2T,X,0.508599632959499,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E7_C11_2T,Y,0.308366516210555,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E7_C11_2T,Z,0.2329963894067118,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,X,0.4972652293692089,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,Y,0.3066849130268537,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E7_C11_2T,Z,0.2184616754655431,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E7_C11_2T,X,0.4810009350147779,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E7_C11_2T,Y,0.3047105730321219,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E7_C11_2T,Z,0.2101508900617944,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E8_C12_2T,X,0.2717969406235359,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E8_C12_2T,Y,0.2733591438540952,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_A_E8_C12_2T,Z,0.2464938788507222,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E8_C12_2T,X,0.274099434768615,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E8_C12_2T,Y,0.2723785770924684,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_B_E8_C12_2T,Z,0.2470814688456059,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,X,0.2812700712795574,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,Y,0.2762237650469255,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_CPLUS_E8_C12_2T,Z,0.249502374970309,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E8_C12_2T,X,0.2791922938911152,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E8_C12_2T,Y,0.2826075709920986,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V40_C_E8_C12_2T,Z,0.2553318114825708,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E8_C12_2T,X,0.3473349954512023,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E8_C12_2T,Y,0.3155815584591782,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_A_E8_C12_2T,Z,0.2263269252021079,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E8_C12_2T,X,0.342422439417423,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E8_C12_2T,Y,0.3140371389800001,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_B_E8_C12_2T,Z,0.2228141269171871,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,X,0.3404135369899519,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,Y,0.3117775258140078,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_CPLUS_E8_C12_2T,Z,0.2166526583919468,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E8_C12_2T,X,0.335679089662268,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E8_C12_2T,Y,0.3095390031640119,FEM/COMSOL saved-grid floor
COMMON_FEM,common,V52_C_E8_C12_2T,Z,0.2162196442521507,FEM/COMSOL saved-grid floor
