trial_id,seed,observation_node_zero_based,X_m,Y_m,Z_m,axis,node_relative_l2
R4_LHS_03,20260813,7,-8.336000000000002,-12.726190297932702,-31.755727624346303,Y,0.042491344122370024
R4_LHS_03,20260813,7,-8.336000000000002,-12.726190297932702,-31.755727624346303,Z,0.02986395831849109
R4_LHS_03,20260813,8,-8.336,-12.513031859931084,-103.11871246004104,X,0.0139411974475616
R4_LHS_03,20260813,8,-8.336,-12.513031859931084,-103.11871246004104,Y,0.031591814228902254
R4_LHS_03,20260813,8,-8.336,-12.513031859931084,-103.11871246004104,Z,0.049533681972200753
R4_LHS_03,20260813,9,-8.33600000000001,-12.513031859931106,-26.485774087914713,X,0.02959720130338136
R4_LHS_03,20260813,9,-8.33600000000001,-12.513031859931106,-26.485774087914713,Y,0.04280272160981217
R4_LHS_03,20260813,9,-8.33600000000001,-12.513031859931106,-26.485774087914713,Z,0.032562116506393894
R4_LHS_03,20260813,10,-8.336,-10.919146295859104,-102.17984211177999,X,0.013547357506410104
R4_LHS_03,20260813,10,-8.336,-10.919146295859104,-102.17984211177999,Y,0.030005092591568697
R4_LHS_03,20260813,10,-8.336,-10.919146295859104,-102.17984211177999,Z,0.05092717804535659
R4_LHS_03,20260813,11,-8.336,-10.9191462958591,-25.5469037396535,X,0.037262304642636274
R4_LHS_03,20260813,11,-8.336,-10.9191462958591,-25.5469037396535,Y,0.04140900009871982
R4_LHS_03,20260813,11,-8.336,-10.9191462958591,-25.5469037396535,Z,0.02640920367995499
R4_LHS_03,20260813,12,-8.336,-10.705987857857503,-109.57865617595897,X,0.037776791621405896
R4_LHS_03,20260813,12,-8.336,-10.705987857857503,-109.57865617595897,Y,0.031425357374660366
R4_LHS_03,20260813,12,-8.336,-10.705987857857503,-109.57865617595897,Z,0.03978317598373185
R4_LHS_03,20260813,13,-8.336,-10.7059878578575,-32.9457178038332,X,0.013217019463930805
