trial_context,seed,case_id,axis,model,frequency_hz,target_psd,predicted_psd,coherence,phase_rad
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,3.996669442131536,2.2851481124019912e-11,4.443601389625407e-11,0.5155756483467097,-0.28600119420332687
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.029975020815965,6.672534053064894e-11,4.831330127630373e-11,0.5226676374748287,-0.307399314483139
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.063280599500395,4.0307124304916897e-10,8.173409865586123e-11,0.5291431936296596,-0.32682185816104786
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.0965861781848245,6.096365079422128e-10,8.47822090310757e-11,0.5099340425641411,-0.26392871009296015
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.129891756869254,3.16334319849787e-10,1.0029635455488517e-10,0.4907248914986227,-0.2010355620248724
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.163197335553684,4.259820274299386e-10,1.5490993210409698e-10,0.4715157404331043,-0.1381424139567847
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.1965029142381125,2.6592145152548596e-10,1.0223479007809289e-10,0.4523065893675864,-0.07524926588869868
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.229808492922542,1.2097498003349472e-10,9.409159562601133e-11,0.42351525739071094,0.01298568579527206
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.263114071606972,5.966383637145967e-11,7.111546768134858e-11,0.3754468320509873,0.15220238357707938
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.296419650291401,3.683129842779742e-11,4.7331027985819674e-11,0.3273784067112636,0.2914190813588867
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.329725228975831,1.0055132421138424e-10,3.773942963691823e-11,0.27930998137153995,0.430635779140694
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.36303080766026,1.1186107595761996e-10,2.975083721046268e-11,0.23124155603181756,0.5698524769224976
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.396336386344689,6.873154823061611e-11,3.013822524877696e-11,0.22502483456061337,0.34324611548480344
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.429641965029119,6.166986366018534e-11,2.16064093699897e-11,0.2422858981863843,-0.08857805966139853
R4_LHS_03,20260813,V40_A_E5_C9_1T,X,R4_LHS_03,4.462947543713549,7.336643098598827e-11,2.13755454309128e-11,0.25954696181215525,-0.5204022348076005
