edge_index,local_axis,mid_X_m,mid_Y_m,mid_Z_m,dir_X,dir_Y,dir_Z
40289,local y,-7.812,-7.771200033206869,-86.282915415362,-0.0,2.2142686423649226e-14,1.0
40696,local y,0.05240000000000095,1.7589573255762642e-14,-97.4977342,2.55671781303816e-14,-1.0,-1.5827380526775295e-14
41103,local y,-7.864399999999999,-8.092092775020378,-93.00898318463803,-1.978738525803366e-14,-1.0,1.6790970584024405e-14
41510,local y,-8.335999999999999,2.61201573743441e-14,-99.923842,-1.1490557806943434e-25,1.0,-7.438900329533005e-13
41917,local y,-7.812000000000001,7.39563237560605e-15,-99.8685,-0.0,1.0,-3.614413594118482e-16
42324,local y,0.4716000000000058,3.393023000985649e-14,-107.29960779999999,2.7821647372011037e-14,-1.0,-1.7235744020091808e-14
42731,local y,0.0,1.0239825089662712e-14,-107.09949999999998,-0.0,1.0,-5.811567611035059e-14
43138,local y,-7.812000000000001,1.0852829635225247e-14,-103.81350000000002,0.0,1.0,4.2425450842318503e-13
43545,local y,0.52400000000001,2.0757844673223405e-14,-112.159842,0.0,1.0,2.6114955031624176e-16
43952,local y,-8.336,2.04810261498882e-14,-111.09984200000001,0.0,1.0,2.611495503162192e-16
44359,local y,-7.812,-13.771848282371117,-107.77272637185838,0.0,0.5075383629607473,0.8616291604414998
44766,local y,-8.336,-7.959361811369254,-111.7391347424157,0.0,0.7037667801079531,0.7104310798497512
45173,local y,0.0,-7.888547675321393,-111.80928459639318,0.0,0.7037667801079671,0.7104310798497372
45580,local y,0.0,-3.2084664105352765,-117.43242471914952,0.0,0.9470422753428371,0.3211089047557879
45987,local y,-6.69,-0.37767400000001006,-120.97218413978496,0.0,1.0,-3.0254411043922205e-16
46394,local y,0.0,-1.8935707396568278,-120.33,-1.0,0.0,1.2246467991473532e-16
46801,local y,0.0,-1.4461032603431727,-123.05000000000001,-1.0,0.0,1.2246467991473532e-16
47208,local y,-1.122,-0.37767400000001,-128.6817357910906,-0.0,1.0,-0.0
47615,local y,-4.145272566646821,-2.226,-130.21999999999997,0.0,-1.0,1.2246467991473532e-16
48022,local y,-2.872,-1.040074,-132.61,-0.0,-0.0,1.0
48429,local y,-4.94,-0.7456740000000002,-135.0,-0.0,-0.0,1.0
0,local z,-2.872,-0.37767400000001,-0.48814359674575003,1.0,0.0,0.0
406,local z,-8.074,0.0,0.0,-0.0,0.0,1.0
813,local z,-2.872,-0.37767400000001,-7.486341525857651,1.0,0.0,0.0
1220,local z,-7.812,-0.5984740000000071,-7.17,0.0,0.0,1.0
1627,local z,0.0,0.0,-6.999680828295489,1.0,0.0,0.0
2034,local z,-2.872,-0.37767400000001,-13.8246129032258,1.0,0.0,0.0
2441,local z,0.26200000000000506,-2.226,-14.34,-0.0,0.0,1.0
2848,local z,-7.812000000000001,-0.03776739999999999,-17.7095880582071,1.0,1.1758532751792547e-14,0.0
3255,local z,0.0,-3.147431218022181,-17.387564989209622,1.0,0.0,0.0
3662,local z,-8.2836,8.033658344315255e-15,-20.577607800000003,-0.6922580020744014,-1.2246467991473515e-16,-0.7216500942728118
4069,local z,-1.1220000000000003,-0.37767400000001006,-31.79701015368753,-1.0,0.0,0.0
4476,local z,0.52400000000001,-4.134846787926451,-20.5990306857192,-1.0,-0.0,0.0
4883,local z,0.15720000000000825,-15.68322118656728,-30.013903315994455,-0.5804681124910097,-5.551115123125784e-17,0.8142829793021125
5290,local z,-1.1220000000000003,-0.37767400000001006,-34.562964950698245,-1.0,0.0,0.0
5697,local z,0.0,-11.226738364359058,-32.63897231317999,1.0,0.0,0.0
6104,local z,0.52400000000001,8.218035081212988e-15,-37.40684200000002,-1.0,0.0,0.0
6511,local z,-0.5184817142462139,-13.276037566461046,-31.431842831027275,2.775557561562892e-17,-0.5075383629606893,-0.8616291604415346
6918,local z,-8.336,1.1283057809025672e-14,-45.88684200000001,-1.0,0.0,0.0
7325,local z,0.0,-8.092092775020369,-40.262524584638,-1.0,0.0,0.0
7732,local z,-6.69,-0.37767400000001006,-44.5357873477717,1.0,0.0,0.0
8139,local z,0.52400000000001,1.0150300588628855e-14,-42.752841999999994,-1.0,0.0,0.0
8546,local z,-1.1220000000000003,-0.37767400000001006,-49.16591330967641,-1.0,0.0,0.0
8953,local z,0.0,2.0724714762995326e-14,-66.66749999999999,1.0,0.0,0.0
9360,local z,-7.812,-0.3399066000000077,-48.717084584638,-1.0,-0.0,0.0
9767,local z,0.0,-0.03776739999998992,-48.717084584638,-1.0,-0.0,0.0
10174,local z,-2.872,-0.37767400000001006,-64.21378074223986,1.0,0.0,0.0
10581,local z,-1.1220000000000003,-0.37767400000001006,-66.41737031767022,-1.0,0.0,0.0
10988,local z,0.52400000000001,-8.092092775020355,-61.769110584638014,-1.0,0.0,0.0
11395,local z,0.26200000000000556,-8.09209277502037,-65.272817584638,-0.6434096224214306,-1.2246467991473357e-16,0.7655220818340333
11802,local z,0.47160000000000973,1.6391791041209e-14,-58.737607800000006,-0.6922580020744091,-1.2246467991473673e-16,0.7216500942728044
12208,local z,-8.336,1.1850294661486932e-14,-78.050842,-1.0,0.0,0.0
12615,local z,0.52400000000001,-0.3247615298424224,-58.91775055503132,0.0,-0.5256407077492719,0.8507066746869009
13022,local z,0.0,-7.951664524705937,-63.848380210537556,0.0,-0.6829553274908773,-0.730460143096
