trial_id,variant,seed,case_id,quantity,axis,log_psd_l2_distance,target_dominant_frequency_hz,predicted_dominant_frequency_hz,dominant_frequency_abs_error_hz,coherence_at_target_dominant_frequency,phase_at_target_dominant_frequency_rad,coherence_defined,phase_defined,coherence_valid_node_count
COMMON_B2,common,-1,V40_C_E1_C4_2T,total_displacement,X,1.4480396899439558,0.06661115736885893,0.06661115736885893,0.0,0.9774280190467834,0.0,True,True,496
COMMON_B2,common,-1,V40_C_E1_C4_2T,total_displacement,Y,2.4189059128792008,0.06661115736885893,0.06661115736885893,0.0,0.9942269921302795,0.0,True,True,496
COMMON_B2,common,-1,V40_C_E1_C4_2T,total_displacement,Z,5.596711746368599,0.06661115736885893,0.06661115736885893,0.0,0.9929171800613403,0.0,True,True,508
COMMON_B2,common,-1,V52_A_E1_C4_2T,total_displacement,X,1.1399118406900797,0.09991673605328841,0.09991673605328841,0.0,0.996892511844635,0.004355747252702713,True,True,496
COMMON_B2,common,-1,V52_A_E1_C4_2T,total_displacement,Y,2.257404261846995,0.06661115736885893,0.06661115736885893,0.0,0.9996975660324097,0.0,True,True,496
COMMON_B2,common,-1,V52_A_E1_C4_2T,total_displacement,Z,5.657433665799579,0.09991673605328841,0.09991673605328841,0.0,0.9989413619041443,-0.005240677390247583,True,True,508
COMMON_B2,common,-1,V52_B_E1_C4_2T,total_displacement,X,1.516099702043926,0.09991673605328841,0.06661115736885893,0.033305578684429474,0.9859995245933533,-0.002684906590729952,True,True,496
COMMON_B2,common,-1,V52_B_E1_C4_2T,total_displacement,Y,2.4133135238467083,0.06661115736885893,0.06661115736885893,0.0,0.9992688894271851,0.0,True,True,496
COMMON_B2,common,-1,V52_B_E1_C4_2T,total_displacement,Z,6.074944069286586,0.09991673605328841,0.09991673605328841,0.0,0.9991207122802734,0.003008621744811535,True,True,508
COMMON_B2,common,-1,V52_CPLUS_E1_C4_2T,total_displacement,X,1.4390906765511158,0.09991673605328841,0.09991673605328841,0.0,0.9958929419517517,0.006636817008256912,True,True,496
COMMON_B2,common,-1,V52_CPLUS_E1_C4_2T,total_displacement,Y,2.770258825212095,0.06661115736885893,0.06661115736885893,0.0,0.999754011631012,0.0,True,True,496
COMMON_B2,common,-1,V52_CPLUS_E1_C4_2T,total_displacement,Z,6.587755492051965,0.09991673605328841,0.09991673605328841,0.0,0.9995375275611877,0.001685471972450614,True,True,508
COMMON_B2,common,-1,V52_C_E1_C4_2T,total_displacement,X,1.3372312589229138,0.09991673605328841,0.09991673605328841,0.0,0.9964247941970825,-0.008074126206338406,True,True,496
COMMON_B2,common,-1,V52_C_E1_C4_2T,total_displacement,Y,2.3923296113166312,0.06661115736885893,0.06661115736885893,0.0,0.9994857907295227,0.0,True,True,496
COMMON_B2,common,-1,V52_C_E1_C4_2T,total_displacement,Z,5.823050878428228,0.09991673605328841,0.09991673605328841,0.0,0.9993927478790283,-0.01094266027212143,True,True,508
COMMON_B2,common,-1,V40_A_E2_C5_2T,total_displacement,X,1.5867297662792645,1.1990008326394608,1.1990008326394608,0.0,0.9999600052833557,-3.0806018912699074e-05,True,True,496
COMMON_B2,common,-1,V40_A_E2_C5_2T,total_displacement,Y,2.22953200668975,0.06661115736885893,0.06661115736885893,0.0,0.9962419271469116,0.0,True,True,496
COMMON_B2,common,-1,V40_A_E2_C5_2T,total_displacement,Z,5.449174454976145,0.06661115736885893,0.06661115736885893,0.0,0.9952467679977417,0.0,True,True,508
COMMON_B2,common,-1,V40_B_E2_C5_2T,total_displacement,X,1.622225324452131,1.1990008326394608,1.1990008326394608,0.0,0.9999432563781738,0.00011958258255617693,True,True,496
COMMON_B2,common,-1,V40_B_E2_C5_2T,total_displacement,Y,2.118133636000141,0.06661115736885893,0.06661115736885893,0.0,0.9989174604415894,0.0,True,True,496
COMMON_B2,common,-1,V40_B_E2_C5_2T,total_displacement,Z,5.284457673785303,0.06661115736885893,0.06661115736885893,0.0,0.9993207454681396,0.0,True,True,508
COMMON_B2,common,-1,V40_CPLUS_E2_C5_2T,total_displacement,X,1.5626733548046792,1.1990008326394608,1.1990008326394608,0.0,0.9998618364334106,-0.0001506026746938005,True,True,496
COMMON_B2,common,-1,V40_CPLUS_E2_C5_2T,total_displacement,Y,2.615210120366796,0.06661115736885893,0.06661115736885893,0.0,0.9993148446083069,0.0,True,True,496
COMMON_B2,common,-1,V40_CPLUS_E2_C5_2T,total_displacement,Z,6.194489345369334,0.06661115736885893,0.06661115736885893,0.0,0.9993525147438049,0.0,True,True,508
COMMON_B2,common,-1,V40_C_E2_C5_2T,total_displacement,X,1.6282171878899663,1.1990008326394608,1.1990008326394608,0.0,0.9999147653579712,-0.00012638414045795798,True,True,496
COMMON_B2,common,-1,V40_C_E2_C5_2T,total_displacement,Y,2.7002668966480385,0.06661115736885893,0.06661115736885893,0.0,0.9977213740348816,0.0,True,True,496
COMMON_B2,common,-1,V40_C_E2_C5_2T,total_displacement,Z,6.196833117104157,0.06661115736885893,0.06661115736885893,0.0,0.9973495602607727,0.0,True,True,508
COMMON_B2,common,-1,V52_A_E2_C5_2T,total_displacement,X,1.7599420937254011,1.1990008326394608,1.1990008326394608,0.0,0.999977171421051,0.00015340530080720782,True,True,496
COMMON_B2,common,-1,V52_A_E2_C5_2T,total_displacement,Y,1.8303075276514191,0.06661115736885893,0.06661115736885893,0.0,0.998906672000885,0.0,True,True,496
COMMON_B2,common,-1,V52_A_E2_C5_2T,total_displacement,Z,4.885077830918226,0.09991673605328841,0.09991673605328841,0.0,0.9976585507392883,0.011935978196561337,True,True,508
COMMON_B2,common,-1,V52_B_E2_C5_2T,total_displacement,X,1.5503934633178258,1.1990008326394608,1.1990008326394608,0.0,0.9999608397483826,-0.00012084307672921568,True,True,496
COMMON_B2,common,-1,V52_B_E2_C5_2T,total_displacement,Y,2.358261456099908,0.06661115736885893,0.06661115736885893,0.0,0.9982010722160339,0.0,True,True,496
COMMON_B2,common,-1,V52_B_E2_C5_2T,total_displacement,Z,5.855925247187453,0.09991673605328841,0.09991673605328841,0.0,0.9979722499847412,-0.010162964463233948,True,True,508
COMMON_B2,common,-1,V52_CPLUS_E2_C5_2T,total_displacement,X,1.4117445141991412,1.1990008326394608,1.1990008326394608,0.0,0.9999009370803833,8.892072855815059e-07,True,True,496
COMMON_B2,common,-1,V52_CPLUS_E2_C5_2T,total_displacement,Y,2.665594424867973,0.06661115736885893,0.06661115736885893,0.0,0.9996706247329712,0.0,True,True,496
COMMON_B2,common,-1,V52_CPLUS_E2_C5_2T,total_displacement,Z,6.311207612290548,0.09991673605328841,0.09991673605328841,0.0,0.999579668045044,0.00814908929169178,True,True,508
COMMON_B2,common,-1,V52_C_E2_C5_2T,total_displacement,X,1.5590919785385455,1.1990008326394608,1.1990008326394608,0.0,0.9999446272850037,-0.00012795817747246474,True,True,496
COMMON_B2,common,-1,V52_C_E2_C5_2T,total_displacement,Y,2.3645186332425006,0.06661115736885893,0.06661115736885893,0.0,0.9996358752250671,0.0,True,True,496
COMMON_B2,common,-1,V52_C_E2_C5_2T,total_displacement,Z,5.874429549919218,0.09991673605328841,0.09991673605328841,0.0,0.9995617866516113,0.0029623114969581366,True,True,508
COMMON_B2,common,-1,V40_A_E3_C6_1T,total_displacement,X,1.7708254109469226,0.03330557868442947,0.03330557868442947,0.0,0.9829939603805542,0.0,True,True,496
COMMON_B2,common,-1,V40_A_E3_C6_1T,total_displacement,Y,0.9380543403211912,0.06661115736885893,0.06661115736885893,0.0,0.9904341697692871,0.0,True,True,496
COMMON_B2,common,-1,V40_A_E3_C6_1T,total_displacement,Z,1.1171514522196735,0.06661115736885893,0.06661115736885893,0.0,0.9812107682228088,0.0,True,True,508
COMMON_B2,common,-1,V40_B_E3_C6_1T,total_displacement,X,1.4579022994949593,0.03330557868442947,0.03330557868442947,0.0,0.9785729646682739,0.0,True,True,496
COMMON_B2,common,-1,V40_B_E3_C6_1T,total_displacement,Y,1.0090631891372295,0.06661115736885893,0.06661115736885893,0.0,0.9933763742446899,0.0,True,True,496
COMMON_B2,common,-1,V40_B_E3_C6_1T,total_displacement,Z,1.2651314144112098,0.06661115736885893,0.06661115736885893,0.0,0.98838871717453,0.0,True,True,508
COMMON_B2,common,-1,V40_CPLUS_E3_C6_1T,total_displacement,X,1.9689432048535873,0.03330557868442947,0.03330557868442947,0.0,0.9793444871902466,0.0,True,True,496
COMMON_B2,common,-1,V40_CPLUS_E3_C6_1T,total_displacement,Y,1.244891347652322,0.06661115736885893,0.06661115736885893,0.0,0.9936861991882324,0.0,True,True,496
COMMON_B2,common,-1,V40_CPLUS_E3_C6_1T,total_displacement,Z,1.5900794403623684,0.06661115736885893,0.06661115736885893,0.0,0.9911125302314758,0.0,True,True,508
COMMON_B2,common,-1,V40_C_E3_C6_1T,total_displacement,X,1.344580417254409,0.03330557868442947,0.03330557868442947,0.0,0.9831629395484924,0.0,True,True,496
