trial_id,variant,seed,case_id,axis,model,quantity,derivative_vs_velocity_relative_l2,derivative_vs_velocity_relative_l2_defined,derivative_vs_velocity_rmse_mps
R4_LHS_03,control,20260813,V52_B_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8929629284811558,True,0.0009258304769485738
R4_LHS_03,control,20260813,V52_B_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.038649717692999,True,0.007039470690871115
R4_LHS_03,control,20260813,V52_B_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.0246078380548571,True,0.006015438115858045
R4_LHS_03,control,20260813,V52_CPLUS_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.8970634377654461,True,0.0011763558514413656
R4_LHS_03,control,20260813,V52_CPLUS_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.0634539600687023,True,0.010011273357905531
R4_LHS_03,control,20260813,V52_CPLUS_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.1827671235091672,True,0.008215177066931869
R4_LHS_03,control,20260813,V52_C_E5_C9_1T,X,candidate,incremental_displacement_to_velocity,0.9388602539596768,True,0.0010045443054256785
R4_LHS_03,control,20260813,V52_C_E5_C9_1T,Y,candidate,incremental_displacement_to_velocity,1.1114740897103395,True,0.008447627096533308
R4_LHS_03,control,20260813,V52_C_E5_C9_1T,Z,candidate,incremental_displacement_to_velocity,1.242647564903928,True,0.007380728131869112
R4_LHS_03,control,20260813,V40_A_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8890261889362202,True,0.0005579076164092265
R4_LHS_03,control,20260813,V40_A_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,1.0366254323731112,True,0.004216038136871009
R4_LHS_03,control,20260813,V40_A_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.8791805398693285,True,0.004245378872439045
R4_LHS_03,control,20260813,V40_B_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8305756006128464,True,0.0006995966129460049
R4_LHS_03,control,20260813,V40_B_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.989163386926298,True,0.005331941745894629
R4_LHS_03,control,20260813,V40_B_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.9530652386739483,True,0.005456012436837949
R4_LHS_03,control,20260813,V40_CPLUS_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8354727266459244,True,0.001026005362083189
R4_LHS_03,control,20260813,V40_CPLUS_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,1.0281908064142307,True,0.007891228160227613
R4_LHS_03,control,20260813,V40_CPLUS_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,1.1742470560045424,True,0.008386039275843799
R4_LHS_03,control,20260813,V40_C_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8297946689969515,True,0.0008349648952820415
R4_LHS_03,control,20260813,V40_C_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,1.0020280845791616,True,0.00628399136580211
R4_LHS_03,control,20260813,V40_C_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,1.0506010760497995,True,0.006536931994646451
R4_LHS_03,control,20260813,V52_A_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8382394098960179,True,0.0005427380395240004
R4_LHS_03,control,20260813,V52_A_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.9410882435715572,True,0.005226069946711882
R4_LHS_03,control,20260813,V52_A_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.7276118830412227,True,0.003923919426954575
R4_LHS_03,control,20260813,V52_B_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8491810293519351,True,0.0006503458906031668
R4_LHS_03,control,20260813,V52_B_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.8961294654926854,True,0.005877392795164446
R4_LHS_03,control,20260813,V52_B_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.8242045051224732,True,0.004431907968705335
R4_LHS_03,control,20260813,V52_CPLUS_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8630972717101769,True,0.0009482623623954718
R4_LHS_03,control,20260813,V52_CPLUS_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.9664089676799504,True,0.008813762654171865
R4_LHS_03,control,20260813,V52_CPLUS_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,1.0932919954597242,True,0.007114979235033101
R4_LHS_03,control,20260813,V52_C_E6_C10_1T,X,candidate,incremental_displacement_to_velocity,0.8221369859179678,True,0.0007703428433942924
R4_LHS_03,control,20260813,V52_C_E6_C10_1T,Y,candidate,incremental_displacement_to_velocity,0.9079387486568978,True,0.007164065640647415
R4_LHS_03,control,20260813,V52_C_E6_C10_1T,Z,candidate,incremental_displacement_to_velocity,0.8776606990930239,True,0.0054790055392990355
R4_LHS_03,control,20260813,V40_A_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.920327658999977,True,0.0009947390121558444
R4_LHS_03,control,20260813,V40_A_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.9316135064840027,True,0.006502150204623984
R4_LHS_03,control,20260813,V40_A_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,1.094941599642966,True,0.006154700447275092
R4_LHS_03,control,20260813,V40_B_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.8923303070513615,True,0.0011417144279562046
R4_LHS_03,control,20260813,V40_B_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8979395310395597,True,0.0076789883168257075
R4_LHS_03,control,20260813,V40_B_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,1.0317116548951566,True,0.007208121893398041
R4_LHS_03,control,20260813,V40_CPLUS_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9043104906552007,True,0.0013936098605772896
R4_LHS_03,control,20260813,V40_CPLUS_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8275118255129796,True,0.01064146480747316
R4_LHS_03,control,20260813,V40_CPLUS_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.9421496337132573,True,0.009820167390658241
R4_LHS_03,control,20260813,V40_C_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9017315433406032,True,0.0012236748358415196
R4_LHS_03,control,20260813,V40_C_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.8724203590750919,True,0.00895195758586646
R4_LHS_03,control,20260813,V40_C_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.9713986739255658,True,0.00810461405716609
R4_LHS_03,control,20260813,V52_A_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9860558047288899,True,0.0009240605823242079
R4_LHS_03,control,20260813,V52_A_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.9276221233447823,True,0.007746419284800034
R4_LHS_03,control,20260813,V52_A_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,1.1528506795798579,True,0.006105763971485308
R4_LHS_03,control,20260813,V52_B_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9407323367150372,True,0.0009936743434041271
R4_LHS_03,control,20260813,V52_B_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7978919657963902,True,0.008259334511992488
R4_LHS_03,control,20260813,V52_B_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.8991577130958374,True,0.005870982704633248
R4_LHS_03,control,20260813,V52_CPLUS_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.9384534449373783,True,0.0013152177326986435
R4_LHS_03,control,20260813,V52_CPLUS_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7648624909277864,True,0.011740940505993011
R4_LHS_03,control,20260813,V52_CPLUS_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.8211445143529948,True,0.008179065531631325
R4_LHS_03,control,20260813,V52_C_E7_C11_2T,X,candidate,incremental_displacement_to_velocity,0.8986691901946356,True,0.0011129007108044973
R4_LHS_03,control,20260813,V52_C_E7_C11_2T,Y,candidate,incremental_displacement_to_velocity,0.7445435823646156,True,0.009359058085563643
R4_LHS_03,control,20260813,V52_C_E7_C11_2T,Z,candidate,incremental_displacement_to_velocity,0.8108825294156793,True,0.006500320798981331
R4_LHS_03,control,20260813,V40_A_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8343716459927027,True,0.0006180129433621031
R4_LHS_03,control,20260813,V40_A_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7020892871421025,True,0.004770927633404861
R4_LHS_03,control,20260813,V40_A_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8705321823122074,True,0.004848917889812103
R4_LHS_03,control,20260813,V40_B_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8359100413427907,True,0.0007940937283626
R4_LHS_03,control,20260813,V40_B_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7197126144728074,True,0.006273064004112837
R4_LHS_03,control,20260813,V40_B_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8566230260523896,True,0.006186583928942771
R4_LHS_03,control,20260813,V40_CPLUS_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8739254227868557,True,0.0012360925557608473
R4_LHS_03,control,20260813,V40_CPLUS_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7452220608839054,True,0.009646672276463684
R4_LHS_03,control,20260813,V40_CPLUS_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8819516709825007,True,0.009692417496856811
R4_LHS_03,control,20260813,V40_C_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.8036410726151738,True,0.0009257733956302931
R4_LHS_03,control,20260813,V40_C_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7035145049740462,True,0.007430835199154436
R4_LHS_03,control,20260813,V40_C_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.8686301792510287,True,0.007589527294298418
R4_LHS_03,control,20260813,V52_A_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9457048088085229,True,0.0006749826147952479
R4_LHS_03,control,20260813,V52_A_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7481807800855896,True,0.0062301786750005705
R4_LHS_03,control,20260813,V52_A_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.861384288480842,True,0.0045610621443408226
R4_LHS_03,control,20260813,V52_B_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9206192882854712,True,0.0007925447001477735
R4_LHS_03,control,20260813,V52_B_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7429473238107827,True,0.00748645734658642
R4_LHS_03,control,20260813,V52_B_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7918937929268841,True,0.005030689083595189
R4_LHS_03,control,20260813,V52_CPLUS_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.945338675565239,True,0.0011748580553625966
R4_LHS_03,control,20260813,V52_CPLUS_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.6901786695686318,True,0.010142754695362171
R4_LHS_03,control,20260813,V52_CPLUS_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7501402521867861,True,0.007058800910793047
R4_LHS_03,control,20260813,V52_C_E8_C12_2T,X,candidate,incremental_displacement_to_velocity,0.9135228490058092,True,0.0009704658711555808
R4_LHS_03,control,20260813,V52_C_E8_C12_2T,Y,candidate,incremental_displacement_to_velocity,0.7256040383270224,True,0.008927220982533565
R4_LHS_03,control,20260813,V52_C_E8_C12_2T,Z,candidate,incremental_displacement_to_velocity,0.7514884320125644,True,0.005905191060728692
