comparison,metric,reference,candidate,relative_improvement_positive_is_better
optimization_ph,displacement_Z_relative_l2,0.007009534630924463,0.005598454270511866,0.20130870802567033
optimization_ph,velocity_X_relative_l2,0.44153454899787903,0.374971479177475,0.15075393300813658
optimization_ph,velocity_Y_relative_l2,0.40928706526756287,0.32638999819755554,0.2025401584968611
optimization_ph,velocity_Z_relative_l2,0.17935720086097717,0.1436540186405182,0.1990618834876506
optimization_ph,rotation_X_relative_l2,0.15293940901756287,0.1362825185060501,0.10891169658959488
optimization_ph,rotation_Y_relative_l2,0.07999086380004883,0.06861351430416107,0.14223311207549194
optimization_ph,rotation_Z_relative_l2,0.25846028327941895,0.2165088802576065,0.16231276422636734
optimization_ph,rotation_rate_X_relative_l2,0.4537680745124817,0.3696728050708771,0.18532654491384107
optimization_ph,rotation_rate_Y_relative_l2,0.7266846895217896,0.5790433287620544,0.2031711454618559
optimization_ph,rotation_rate_Z_relative_l2,0.5606375336647034,0.46613016724586487,0.1685712438856437
optimized_ph_vs_optimized_unconstrained,physical_q_relative_l2,0.0012920444729037036,0.0028786442697299676,-1.2279761495055856
optimized_ph_vs_optimized_unconstrained,physical_qdot_relative_l2,0.04570159508392917,0.04772162529353107,-0.044200431207974226
optimized_ph_vs_optimized_unconstrained,displacement_X_relative_l2,0.04555889219045639,0.04298540577292442,0.056487027971919325
optimized_ph_vs_optimized_unconstrained,displacement_Y_relative_l2,0.035545118153095245,0.034149304032325745,0.0392687995791049
optimized_ph_vs_optimized_unconstrained,displacement_Z_relative_l2,0.005699086468666792,0.005598454270511866,0.017657601566180053
optimized_ph_vs_optimized_unconstrained,velocity_X_relative_l2,0.4020792543888092,0.374971479177475,0.06741898497732765
optimized_ph_vs_optimized_unconstrained,velocity_Y_relative_l2,0.361715167760849,0.32638999819755554,0.09766018323746099
optimized_ph_vs_optimized_unconstrained,velocity_Z_relative_l2,0.1594189554452896,0.1436540186405182,0.09888997679564983
optimized_ph_vs_optimized_unconstrained,rotation_X_relative_l2,0.1393679976463318,0.1362825185060501,0.0221390792175372
optimized_ph_vs_optimized_unconstrained,rotation_Y_relative_l2,0.07146146893501282,0.06861351430416107,0.03985300992681357
optimized_ph_vs_optimized_unconstrained,rotation_Z_relative_l2,0.22333310544490814,0.2165088802576065,0.030556263361434504
optimized_ph_vs_optimized_unconstrained,rotation_rate_X_relative_l2,0.40378373861312866,0.3696728050708771,0.08447822505039955
optimized_ph_vs_optimized_unconstrained,rotation_rate_Y_relative_l2,0.6318231225013733,0.5790433287620544,0.08353571096031569
optimized_ph_vs_optimized_unconstrained,rotation_rate_Z_relative_l2,0.5014230608940125,0.46613016724586487,0.07038546170019007
