case_id,axis,reference_energy,error_energy,relative_l2,model,outer_fold
V52_A_E8_C12_2T,u,0.27671370957765,0.0068670846367971175,0.1575327526838662,B2_COMMON_SPLIT,3
V52_A_E8_C12_2T,v,236.86051905423244,0.13508556670945868,0.02388130945245069,B2_COMMON_SPLIT,3
V52_A_E8_C12_2T,w,81.68784542355809,0.24672959013881404,0.05495812378933107,B2_COMMON_SPLIT,3
V52_B_E1_C4_2T,u,0.3752227017490862,0.00698834521324658,0.13647170645554194,B2_COMMON_SPLIT,3
V52_B_E1_C4_2T,v,290.7992329513599,0.11944931011656021,0.020267267264983208,B2_COMMON_SPLIT,3
V52_B_E1_C4_2T,w,104.16556359923696,0.23121115033103937,0.04711316745932645,B2_COMMON_SPLIT,3
V52_B_E4_C7_1T,u,35.840186306286114,0.008345247582935058,0.015259295507753366,B2_COMMON_SPLIT,3
V52_B_E4_C7_1T,v,300.5671061836328,0.16076873847599876,0.023127573879829284,B2_COMMON_SPLIT,3
V52_B_E4_C7_1T,w,425.7812002773141,0.3532355836208812,0.02880308341788365,B2_COMMON_SPLIT,3
V52_CPLUS_E5_C9_1T,u,36.99908987515572,0.008784085158227756,0.015408229842202468,B2_COMMON_SPLIT,3
V52_CPLUS_E5_C9_1T,v,366.5553061220811,0.18922491792685214,0.02272057967781193,B2_COMMON_SPLIT,3
V52_CPLUS_E5_C9_1T,w,464.36962787299956,0.6088901183342053,0.036210753289862715,B2_COMMON_SPLIT,3
V52_C_E4_C7_1T,u,36.22099503079504,0.011626864746673191,0.01791641534498141,B2_COMMON_SPLIT,3
V52_C_E4_C7_1T,v,323.71133965001167,0.17655685873840266,0.02335411100559066,B2_COMMON_SPLIT,3
V52_C_E4_C7_1T,w,439.7627572016369,0.34580115684241103,0.028041677963550414,B2_COMMON_SPLIT,3
V40_A_E1_C4_2T,u,0.3305341788064015,0.002171792870056046,0.08105895757504997,B2_COMMON_SPLIT,4
V40_A_E1_C4_2T,v,274.9855571857243,0.14631137112410542,0.023066627266727903,B2_COMMON_SPLIT,4
V40_A_E1_C4_2T,w,96.08111939585334,0.20859361569663426,0.04659415917182094,B2_COMMON_SPLIT,4
V40_A_E6_C10_1T,u,0.7537892946115213,0.0017053638306027351,0.04756456630821012,B2_COMMON_SPLIT,4
V40_A_E6_C10_1T,v,296.15320779720764,0.07873624217127032,0.016305312292883727,B2_COMMON_SPLIT,4
